 - Love numbers from file:./DATA/REF_6371_loading_love_numbers.txt
 - Green functions for MAX degree:       32768
 - Ice density (kg/m^3):   917.00000000000000     
 - Earth density (kg/m^3):   5505.0609557847711     
 - Load half-amplitude (deg):   2.5370000000000000E-002
 - Ice thickness variation: +1 m/year
 - ======= Grid properties (the grid has costant spacing) =======
 - Min and Max colatitudes (deg):   0.0000000000000000        60.000000000000000     
 - Colatitude increment(deg):   5.0740000000000004E-003
 - Number of grid points:       11825
#
#   Line        colat, deg        vert. vel., mm/yr    hor. vel., mm/yr     geoid vel., mm/yr
#
   7696       0.39044430E+02      -0.17704523E-04       0.10806438E-04      -0.77867860E-05
   7697       0.39049504E+02      -0.17746971E-04       0.10795072E-04      -0.77808285E-05
   7698       0.39054578E+02      -0.17684591E-04       0.10808856E-04      -0.77917319E-05
   7699       0.39059652E+02      -0.17743622E-04       0.10805786E-04      -0.77831034E-05
   7700       0.39064726E+02      -0.17671586E-04       0.10810317E-04      -0.77955565E-05
   7701       0.39069800E+02      -0.17732765E-04       0.10816935E-04      -0.77865791E-05
   7702       0.39074874E+02      -0.17666179E-04       0.10811904E-04      -0.77981522E-05
   7703       0.39079948E+02      -0.17714594E-04       0.10827420E-04      -0.77912246E-05
   7704       0.39085022E+02      -0.17667324E-04       0.10814675E-04      -0.77996873E-05
   7705       0.39090096E+02      -0.17690948E-04       0.10836293E-04      -0.77967442E-05
   7706       0.39095170E+02      -0.17672498E-04       0.10819417E-04      -0.78005679E-05
   7707       0.39100244E+02      -0.17664897E-04       0.10842972E-04      -0.78026446E-05
   7708       0.39105318E+02      -0.17678269E-04       0.10826477E-04      -0.78013462E-05
   7709       0.39110392E+02      -0.17640045E-04       0.10847370E-04      -0.78083460E-05
   7710       0.39115466E+02      -0.17681072E-04       0.10835681E-04      -0.78025963E-05
   7711       0.39120540E+02      -0.17619723E-04       0.10849916E-04      -0.78133132E-05
   7712       0.39125614E+02      -0.17678009E-04       0.10846373E-04      -0.78047844E-05
   7713       0.39130688E+02      -0.17606237E-04       0.10851459E-04      -0.78171754E-05
   7714       0.39135762E+02      -0.17667506E-04       0.10857564E-04      -0.78081643E-05
   7715       0.39140836E+02      -0.17600349E-04       0.10853073E-04      -0.78198104E-05
   7716       0.39145910E+02      -0.17649662E-04       0.10868156E-04      -0.78127201E-05
   7717       0.39150984E+02      -0.17601110E-04       0.10855820E-04      -0.78213712E-05
   7718       0.39156058E+02      -0.17626232E-04       0.10877190E-04      -0.78181702E-05
   7719       0.39161132E+02      -0.17606072E-04       0.10860505E-04      -0.78222521E-05
   7720       0.39166206E+02      -0.17600226E-04       0.10884057E-04      -0.78240305E-05
   7721       0.39171280E+02      -0.17611844E-04       0.10867501E-04      -0.78229989E-05
   7722       0.39176354E+02      -0.17575233E-04       0.10888644E-04      -0.78297244E-05
   7723       0.39181428E+02      -0.17614853E-04       0.10876661E-04      -0.78241866E-05
   7724       0.39186502E+02      -0.17554612E-04       0.10891350E-04      -0.78347117E-05
   7725       0.39191576E+02      -0.17612155E-04       0.10887353E-04      -0.78262893E-05
   7726       0.39196650E+02      -0.17540735E-04       0.10893002E-04      -0.78386112E-05
   7727       0.39201724E+02      -0.17602094E-04       0.10898603E-04      -0.78295739E-05
   7728       0.39206798E+02      -0.17534458E-04       0.10894664E-04      -0.78412858E-05
   7729       0.39211872E+02      -0.17584674E-04       0.10909315E-04      -0.78340397E-05
   7730       0.39216946E+02      -0.17534924E-04       0.10897402E-04      -0.78428737E-05
   7731       0.39222020E+02      -0.17561563E-04       0.10918516E-04      -0.78394192E-05
   7732       0.39227094E+02      -0.17539761E-04       0.10902038E-04      -0.78437566E-05
   7733       0.39232168E+02      -0.17535710E-04       0.10925576E-04      -0.78452382E-05
   7734       0.39237242E+02      -0.17545618E-04       0.10908970E-04      -0.78444740E-05
   7735       0.39242316E+02      -0.17510684E-04       0.10930349E-04      -0.78509229E-05
   7736       0.39247390E+02      -0.17548921E-04       0.10918079E-04      -0.78456012E-05
   7737       0.39252464E+02      -0.17489868E-04       0.10933209E-04      -0.78559293E-05
   7738       0.39257538E+02      -0.17546676E-04       0.10928758E-04      -0.78476199E-05
   7739       0.39262612E+02      -0.17475700E-04       0.10934959E-04      -0.78598656E-05
   7740       0.39267686E+02      -0.17537147E-04       0.10940048E-04      -0.78508097E-05
   7741       0.39272760E+02      -0.17469123E-04       0.10936653E-04      -0.78625803E-05
   7742       0.39277834E+02      -0.17520244E-04       0.10950854E-04      -0.78551853E-05
   7743       0.39282908E+02      -0.17469374E-04       0.10939360E-04      -0.78641963E-05
   7744       0.39287982E+02      -0.17497544E-04       0.10960192E-04      -0.78604932E-05
   7745       0.39293056E+02      -0.17474158E-04       0.10943919E-04      -0.78650831E-05
   7746       0.39298130E+02      -0.17471932E-04       0.10967410E-04      -0.78662693E-05
   7747       0.39303204E+02      -0.17480165E-04       0.10950753E-04      -0.78657730E-05
   7748       0.39308278E+02      -0.17446954E-04       0.10972335E-04      -0.78719434E-05
   7749       0.39313352E+02      -0.17483819E-04       0.10959770E-04      -0.78668416E-05
   7750       0.39318426E+02      -0.17426017E-04       0.10975309E-04      -0.78769677E-05
   7751       0.39323500E+02      -0.17482080E-04       0.10970391E-04      -0.78687776E-05
   7752       0.39328574E+02      -0.17411618E-04       0.10977115E-04      -0.78809402E-05
   7753       0.39333648E+02      -0.17473132E-04       0.10981670E-04      -0.78718733E-05
   7754       0.39338722E+02      -0.17404788E-04       0.10978797E-04      -0.78836952E-05
   7755       0.39343796E+02      -0.17456790E-04       0.10992518E-04      -0.78761583E-05
   7756       0.39348870E+02      -0.17404856E-04       0.10981426E-04      -0.78853406E-05
   7757       0.39353944E+02      -0.17434540E-04       0.11001940E-04      -0.78813937E-05
   7758       0.39359018E+02      -0.17409604E-04       0.10985857E-04      -0.78862329E-05
   7759       0.39364092E+02      -0.17409202E-04       0.11009262E-04      -0.78871255E-05
   7760       0.39369166E+02      -0.17415767E-04       0.10992539E-04      -0.78868973E-05
   7761       0.39374240E+02      -0.17384297E-04       0.11014284E-04      -0.78927874E-05
   7762       0.39379314E+02      -0.17419768E-04       0.11001410E-04      -0.78879091E-05
   7763       0.39384388E+02      -0.17363248E-04       0.11017320E-04      -0.78978282E-05
   7764       0.39389462E+02      -0.17418524E-04       0.11011915E-04      -0.78897638E-05
   7765       0.39394536E+02      -0.17348614E-04       0.11019131E-04      -0.79018363E-05
   7766       0.39399610E+02      -0.17410141E-04       0.11023127E-04      -0.78927658E-05
   7767       0.39404684E+02      -0.17341511E-04       0.11020751E-04      -0.79046318E-05
   7768       0.39409758E+02      -0.17394339E-04       0.11033961E-04      -0.78969599E-05
   7769       0.39414832E+02      -0.17341362E-04       0.11023253E-04      -0.79063073E-05
   7770       0.39419906E+02      -0.17372512E-04       0.11043414E-04      -0.79021217E-05
   7771       0.39424980E+02      -0.17346026E-04       0.11027510E-04      -0.79072068E-05
   7772       0.39430054E+02      -0.17347415E-04       0.11050792E-04      -0.79078075E-05
   7773       0.39435128E+02      -0.17352286E-04       0.11033994E-04      -0.79078476E-05
   7774       0.39440202E+02      -0.17322539E-04       0.11055866E-04      -0.79134555E-05
   7775       0.39445276E+02      -0.17356566E-04       0.11042675E-04      -0.79088043E-05
   7776       0.39450350E+02      -0.17301327E-04       0.11058925E-04      -0.79185116E-05
   7777       0.39455424E+02      -0.17355745E-04       0.11053022E-04      -0.79105788E-05
   7778       0.39460498E+02      -0.17286395E-04       0.11060707E-04      -0.79225544E-05
   7779       0.39465572E+02      -0.17347852E-04       0.11064129E-04      -0.79134877E-05
   7780       0.39470646E+02      -0.17278944E-04       0.11062236E-04      -0.79253905E-05
   7781       0.39475720E+02      -0.17332514E-04       0.11074916E-04      -0.79175907E-05
   7782       0.39480794E+02      -0.17278491E-04       0.11064587E-04      -0.79270970E-05
   7783       0.39485868E+02      -0.17311034E-04       0.11084372E-04      -0.79226776E-05
   7784       0.39490942E+02      -0.17282978E-04       0.11068649E-04      -0.79280050E-05
   7785       0.39496016E+02      -0.17286100E-04       0.11091784E-04      -0.79283160E-05
   7786       0.39501090E+02      -0.17289233E-04       0.11074919E-04      -0.79286240E-05
   7787       0.39506164E+02      -0.17261174E-04       0.11096897E-04      -0.79339484E-05
   7788       0.39511238E+02      -0.17293690E-04       0.11083395E-04      -0.79295273E-05
   7789       0.39516312E+02      -0.17239714E-04       0.11099972E-04      -0.79390181E-05
   7790       0.39521386E+02      -0.17293190E-04       0.11093577E-04      -0.79312230E-05
   7791       0.39526460E+02      -0.17224395E-04       0.11101725E-04      -0.79430949E-05
   7792       0.39531534E+02      -0.17285690E-04       0.11104576E-04      -0.79340392E-05
   7793       0.39536608E+02      -0.17216503E-04       0.11103169E-04      -0.79459714E-05
   7794       0.39541682E+02      -0.17270724E-04       0.11115318E-04      -0.79380507E-05
   7795       0.39546756E+02      -0.17215649E-04       0.11105380E-04      -0.79477098E-05
   7796       0.39551830E+02      -0.17249506E-04       0.11124785E-04      -0.79430618E-05
   7797       0.39556904E+02      -0.17219858E-04       0.11109261E-04      -0.79486278E-05
   7798       0.39561978E+02      -0.17224656E-04       0.11132246E-04      -0.79486511E-05
   7799       0.39567052E+02      -0.17226011E-04       0.11115336E-04      -0.79492267E-05
   7800       0.39572126E+02      -0.17199605E-04       0.11137419E-04      -0.79542661E-05
   7801       0.39577200E+02      -0.17230552E-04       0.11123632E-04      -0.79500783E-05
   7802       0.39582274E+02      -0.17177828E-04       0.11140538E-04      -0.79593481E-05
   7803       0.39587348E+02      -0.17230287E-04       0.11133674E-04      -0.79516964E-05
   7804       0.39592422E+02      -0.17162052E-04       0.11142295E-04      -0.79634579E-05
   7805       0.39597496E+02      -0.17223104E-04       0.11144594E-04      -0.79544206E-05
   7806       0.39602570E+02      -0.17153650E-04       0.11143691E-04      -0.79663748E-05
   7807       0.39607644E+02      -0.17208447E-04       0.11155323E-04      -0.79583403E-05
   7808       0.39612718E+02      -0.17152329E-04       0.11145803E-04      -0.79681458E-05
   7809       0.39617792E+02      -0.17187440E-04       0.11164838E-04      -0.79632746E-05
   7810       0.39622866E+02      -0.17156198E-04       0.11149547E-04      -0.79690752E-05
   7811       0.39627940E+02      -0.17162634E-04       0.11172388E-04      -0.79688132E-05
   7812       0.39633014E+02      -0.17162192E-04       0.11155471E-04      -0.79696558E-05
   7813       0.39638088E+02      -0.17137429E-04       0.11177666E-04      -0.79744092E-05
   7814       0.39643162E+02      -0.17166770E-04       0.11163630E-04      -0.79704576E-05
   7815       0.39648236E+02      -0.17115309E-04       0.11180876E-04      -0.79795020E-05
   7816       0.39653310E+02      -0.17166705E-04       0.11173576E-04      -0.79719995E-05
   7817       0.39658384E+02      -0.17099060E-04       0.11182687E-04      -0.79836441E-05
   7818       0.39663458E+02      -0.17159817E-04       0.11184460E-04      -0.79746324E-05
   7819       0.39668532E+02      -0.17090136E-04       0.11184085E-04      -0.79866013E-05
   7820       0.39673606E+02      -0.17145461E-04       0.11195220E-04      -0.79784602E-05
   7821       0.39678680E+02      -0.17088339E-04       0.11186147E-04      -0.79884057E-05
   7822       0.39683754E+02      -0.17124671E-04       0.11204827E-04      -0.79833168E-05
   7823       0.39688828E+02      -0.17091864E-04       0.11189803E-04      -0.79893480E-05
   7824       0.39693902E+02      -0.17099927E-04       0.11212511E-04      -0.79888033E-05
   7825       0.39698976E+02      -0.17097702E-04       0.11195621E-04      -0.79899122E-05
   7826       0.39704050E+02      -0.17074596E-04       0.11217936E-04      -0.79943787E-05
   7827       0.39709124E+02      -0.17102327E-04       0.11203685E-04      -0.79906660E-05
   7828       0.39714198E+02      -0.17052171E-04       0.11221280E-04      -0.79994809E-05
   7829       0.39719272E+02      -0.17102484E-04       0.11213573E-04      -0.79921332E-05
   7830       0.39724346E+02      -0.17035488E-04       0.11223186E-04      -0.80036544E-05
   7831       0.39729420E+02      -0.17095925E-04       0.11224454E-04      -0.79946755E-05
   7832       0.39734494E+02      -0.17026084E-04       0.11224625E-04      -0.80066519E-05
   7833       0.39739568E+02      -0.17081916E-04       0.11235277E-04      -0.79984114E-05
   7834       0.39744642E+02      -0.17023856E-04       0.11226673E-04      -0.80084905E-05
   7835       0.39749716E+02      -0.17061400E-04       0.11245003E-04      -0.80031895E-05
   7836       0.39754790E+02      -0.17027082E-04       0.11230270E-04      -0.80094473E-05
   7837       0.39759864E+02      -0.17036785E-04       0.11252844E-04      -0.80086227E-05
   7838       0.39764938E+02      -0.17032813E-04       0.11236008E-04      -0.80099970E-05
   7839       0.39770012E+02      -0.17011400E-04       0.11258441E-04      -0.80141758E-05
   7840       0.39775086E+02      -0.17037538E-04       0.11243996E-04      -0.80107048E-05
   7841       0.39780160E+02      -0.16988744E-04       0.11261937E-04      -0.80192862E-05
   7842       0.39785234E+02      -0.17037974E-04       0.11253840E-04      -0.80120988E-05
   7843       0.39790308E+02      -0.16971701E-04       0.11263955E-04      -0.80234903E-05
   7844       0.39795382E+02      -0.17031809E-04       0.11264728E-04      -0.80145515E-05
   7845       0.39800456E+02      -0.16961889E-04       0.11265448E-04      -0.80265281E-05
   7846       0.39805530E+02      -0.17018219E-04       0.11275616E-04      -0.80181955E-05
   7847       0.39810604E+02      -0.16959297E-04       0.11267490E-04      -0.80284017E-05
   7848       0.39815678E+02      -0.16998055E-04       0.11285461E-04      -0.80228943E-05
   7849       0.39820752E+02      -0.16962288E-04       0.11271032E-04      -0.80293745E-05
   7850       0.39825826E+02      -0.16973650E-04       0.11293458E-04      -0.80282729E-05
   7851       0.39830900E+02      -0.16967972E-04       0.11276685E-04      -0.80299116E-05
   7852       0.39835974E+02      -0.16948291E-04       0.11299219E-04      -0.80338024E-05
   7853       0.39841048E+02      -0.16972856E-04       0.11284590E-04      -0.80305753E-05
   7854       0.39846122E+02      -0.16925484E-04       0.11302860E-04      -0.80389195E-05
   7855       0.39851196E+02      -0.16973632E-04       0.11294376E-04      -0.80318978E-05
   7856       0.39856270E+02      -0.16908155E-04       0.11304979E-04      -0.80431534E-05
   7857       0.39861344E+02      -0.16967922E-04       0.11305253E-04      -0.80342617E-05
   7858       0.39866418E+02      -0.16898000E-04       0.11306513E-04      -0.80462315E-05
   7859       0.39871492E+02      -0.16954814E-04       0.11316186E-04      -0.80378141E-05
