    n                 h                 l                 k
      16824  0.1816459282D-03  0.3931204524D-12  0.7631067112D-08
      16825  0.1816351440D-03  0.3929269140D-12  0.7630159837D-08
      16826  0.1816243394D-03  0.3928184792D-12  0.7629252341D-08
      16827  0.1816135620D-03  0.3925399060D-12  0.7628345511D-08
      16828  0.1816027642D-03  0.3927717904D-12  0.7627438237D-08
      16829  0.1815919868D-03  0.3923231215D-12  0.7626531628D-08
      16830  0.1815812026D-03  0.3926400523D-12  0.7625625020D-08
      16831  0.1815704116D-03  0.3921914444D-12  0.7624718412D-08
      16832  0.1815596167D-03  0.3923355783D-12  0.7623811804D-08
      16833  0.1815488254D-03  0.3920557686D-12  0.7622905640D-08
      16834  0.1815380522D-03  0.3922065882D-12  0.7621999698D-08
      16835  0.1815272639D-03  0.3920852598D-12  0.7621093312D-08
      16836  0.1815164974D-03  0.3920749639D-12  0.7620188036D-08
      16837  0.1815057064D-03  0.3921367015D-12  0.7619282094D-08
      16838  0.1814949395D-03  0.3917750828D-12  0.7618377040D-08
      16839  0.1814841652D-03  0.3921751393D-12  0.7617471542D-08
      16840  0.1814733810D-03  0.3918118092D-12  0.7616566267D-08
      16841  0.1814626036D-03  0.3919585526D-12  0.7615660991D-08
      16842  0.1814518329D-03  0.3913402782D-12  0.7614756381D-08
      16843  0.1814410555D-03  0.3916570227D-12  0.7613851105D-08
      16844  0.1814302849D-03  0.3914637892D-12  0.7612946495D-08
      16845  0.1814195210D-03  0.3915255340D-12  0.7612042330D-08
      16846  0.1814087572D-03  0.3909074317D-12  0.7611138164D-08
      16847  0.1813979934D-03  0.3907992522D-12  0.7610233999D-08
      16848  0.1813872295D-03  0.3912009044D-12  0.7609329833D-08
      16849  0.1813764453D-03  0.3916874736D-12  0.7608425667D-08
      16850  0.1813657018D-03  0.3908995893D-12  0.7607521946D-08
      16851  0.1813549380D-03  0.3911312547D-12  0.7606618446D-08
      16852  0.1813441742D-03  0.3910230939D-12  0.7605714947D-08
      16853  0.1813334171D-03  0.3908300017D-12  0.7604811447D-08
      16854  0.1813226668D-03  0.3904670529D-12  0.7603908170D-08
      16855  0.1813119030D-03  0.3907836237D-12  0.7603006225D-08
      16856  0.1813011392D-03  0.3910152278D-12  0.7602104057D-08
      16857  0.1812903957D-03  0.3909071069D-12  0.7601203000D-08
      16858  0.1812796454D-03  0.3907140792D-12  0.7600301499D-08
      16859  0.1812689019D-03  0.3906909032D-12  0.7599400220D-08
      16860  0.1812581415D-03  0.3906624422D-12  0.7598498275D-08
      16861  0.1812473946D-03  0.3897955168D-12  0.7597597884D-08
      16862  0.1812366511D-03  0.3901968955D-12  0.7596697271D-08
      16863  0.1812258941D-03  0.3900888616D-12  0.7595795992D-08
      16864  0.1812151568D-03  0.3898975809D-12  0.7594895823D-08
      16865  0.1812044207D-03  0.3903821368D-12  0.7593995210D-08
      16866  0.1811936704D-03  0.3896799571D-12  0.7593095486D-08
      16867  0.1811829270D-03  0.3899114754D-12  0.7592194873D-08
      16868  0.1811721970D-03  0.3897186204D-12  0.7591294926D-08
      16869  0.1811614475D-03  0.3896554149D-12  0.7590395423D-08
      16870  0.1811507304D-03  0.3895875567D-12  0.7589496587D-08
      16871  0.1811399902D-03  0.3892064718D-12  0.7588597084D-08
      16872  0.1811292571D-03  0.3895413726D-12  0.7587697581D-08
      16873  0.1811185068D-03  0.3894334411D-12  0.7586798301D-08
      16874  0.1811077837D-03  0.3897497163D-12  0.7585899464D-08
      16875  0.1810970470D-03  0.3897266188D-12  0.7585000406D-08
      16876  0.1810863084D-03  0.3898405804D-12  0.7584101569D-08
      16877  0.1810755915D-03  0.3892130786D-12  0.7583203621D-08
      16878  0.1810648682D-03  0.3888423079D-12  0.7582305006D-08
      16879  0.1810541274D-03  0.3892101878D-12  0.7581407058D-08
      16880  0.1810434110D-03  0.3897807901D-12  0.7580508887D-08
      16881  0.1810326879D-03  0.3889902410D-12  0.7579611605D-08
      16882  0.1810219784D-03  0.3885474295D-12  0.7578713879D-08
      16883  0.1810112485D-03  0.3886940016D-12  0.7577816374D-08
      16884  0.1810005321D-03  0.3885861903D-12  0.7576919092D-08
      16885  0.1809898090D-03  0.3885631755D-12  0.7576021810D-08
      16886  0.1809790859D-03  0.3888792774D-12  0.7575124750D-08
      16887  0.1809683696D-03  0.3890257951D-12  0.7574227689D-08
      16888  0.1809576736D-03  0.3886636843D-12  0.7573331517D-08
      16889  0.1809469505D-03  0.3886406702D-12  0.7572434457D-08
      16890  0.1809362409D-03  0.3886176588D-12  0.7571538063D-08
      16891  0.1809255246D-03  0.3884251433D-12  0.7570642113D-08
      16892  0.1809148218D-03  0.3885716446D-12  0.7569746385D-08
      16893  0.1809041029D-03  0.3888463723D-12  0.7568850435D-08
      16894  0.1808934095D-03  0.3875087802D-12  0.7567954707D-08
      16895  0.1808826932D-03  0.3881637099D-12  0.7567058757D-08
      16896  0.1808719972D-03  0.3879712784D-12  0.7566163696D-08
      16897  0.1808613062D-03  0.3870735951D-12  0.7565268412D-08
      16898  0.1808505985D-03  0.3882642301D-12  0.7564373350D-08
      16899  0.1808398957D-03  0.3874788334D-12  0.7563478288D-08
      16900  0.1808291998D-03  0.3873711961D-12  0.7562583670D-08
      16901  0.1808185106D-03  0.3870094616D-12  0.7561688831D-08
      16902  0.1808078010D-03  0.3874100549D-12  0.7560794657D-08
      16903  0.1807971051D-03  0.3871330539D-12  0.7559900483D-08
      16904  0.1807864159D-03  0.3877876576D-12  0.7559006310D-08
      16905  0.1807757131D-03  0.3870025676D-12  0.7558111914D-08
      16906  0.1807650307D-03  0.3873183880D-12  0.7557218407D-08
      16907  0.1807543347D-03  0.3870414584D-12  0.7556324677D-08
      16908  0.1807436523D-03  0.3870185660D-12  0.7555431170D-08
      16909  0.1807329699D-03  0.3870803400D-12  0.7554537884D-08
      16910  0.1807222875D-03  0.3869727900D-12  0.7553644821D-08
      16911  0.1807115916D-03  0.3867805991D-12  0.7552751535D-08
      16912  0.1807009160D-03  0.3869270246D-12  0.7551858916D-08
      16913  0.1806902268D-03  0.3863962864D-12  0.7550965853D-08
      16914  0.1806795376D-03  0.3869659080D-12  0.7550073011D-08
      16915  0.1806688581D-03  0.3870419298D-12  0.7549180836D-08
      16916  0.1806581728D-03  0.3866662698D-12  0.7548288661D-08
      16917  0.1806475107D-03  0.3865587887D-12  0.7547396708D-08
      16918  0.1806368419D-03  0.3866205568D-12  0.7546505199D-08
      16919  0.1806261595D-03  0.3859207987D-12  0.7545613023D-08
      16920  0.1806154839D-03  0.3865748545D-12  0.7544721514D-08
      16921  0.1806048219D-03  0.3862135946D-12  0.7543830227D-08
      16922  0.1805941463D-03  0.3861061723D-12  0.7542938718D-08
      16923  0.1805834707D-03  0.3862525422D-12  0.7542047431D-08
      16924  0.1805727950D-03  0.3856376010D-12  0.7541156366D-08
      16925  0.1805621466D-03  0.3858685644D-12  0.7540265967D-08
      16926  0.1805514710D-03  0.3858457657D-12  0.7539374902D-08
      16927  0.1805408089D-03  0.3855692503D-12  0.7538484725D-08
      16928  0.1805301437D-03  0.3857775698D-12  0.7537594549D-08
      16929  0.1805194848D-03  0.3857773861D-12  0.7536704372D-08
      16930  0.1805088228D-03  0.3852472490D-12  0.7535814195D-08
      16931  0.1804981676D-03  0.3850553874D-12  0.7534924240D-08
      16932  0.1804874987D-03  0.3853708379D-12  0.7534034507D-08
      16933  0.1804768503D-03  0.3853480781D-12  0.7533144997D-08
      16934  0.1804661814D-03  0.3856634744D-12  0.7532255486D-08
      16935  0.1804555262D-03  0.3854716334D-12  0.7531365975D-08
      16936  0.1804448777D-03  0.3854488716D-12  0.7530477131D-08
      16937  0.1804342293D-03  0.3845808801D-12  0.7529588064D-08
      16938  0.1804235672D-03  0.3847272103D-12  0.7528699442D-08
      16939  0.1804129120D-03  0.3850425500D-12  0.7527810597D-08
      16940  0.1804022771D-03  0.3848508023D-12  0.7526922419D-08
      16941  0.1803916286D-03  0.3848280839D-12  0.7526034240D-08
      16942  0.1803809937D-03  0.3848053686D-12  0.7525146062D-08
      16943  0.1803703521D-03  0.3846136689D-12  0.7524257883D-08
      16944  0.1803596832D-03  0.3848444335D-12  0.7523369705D-08
      16945  0.1803490551D-03  0.3847372377D-12  0.7522482193D-08
      16946  0.1803384202D-03  0.3842076627D-12  0.7521595125D-08
      16947  0.1803277786D-03  0.3843539371D-12  0.7520707612D-08
      16948  0.1803171301D-03  0.3847535995D-12  0.7519820322D-08
      16949  0.1803064884D-03  0.3847308979D-12  0.7518933254D-08
      16950  0.1802958607D-03  0.3842065469D-12  0.7518046630D-08
      16951  0.1802852322D-03  0.3840098745D-12  0.7517159784D-08
      16952  0.1802745905D-03  0.3835649783D-12  0.7516273381D-08
      16953  0.1802639624D-03  0.3843023433D-12  0.7515386757D-08
      16954  0.1802533479D-03  0.3831819743D-12  0.7514500799D-08
      16955  0.1802427062D-03  0.3837504079D-12  0.7513614619D-08
      16956  0.1802320713D-03  0.3838966316D-12  0.7512728217D-08
      16957  0.1802214432D-03  0.3836207202D-12  0.7511842481D-08
      16958  0.1802108219D-03  0.3837669346D-12  0.7510956967D-08
      16959  0.1802001938D-03  0.3834910635D-12  0.7510071454D-08
      16960  0.1801895725D-03  0.3832152248D-12  0.7509185940D-08
      16961  0.1801789444D-03  0.3835302445D-12  0.7508300648D-08
      16962  0.1801683231D-03  0.3832544363D-12  0.7507415800D-08
      16963  0.1801577085D-03  0.3828942668D-12  0.7506531396D-08
      16964  0.1801470861D-03  0.3837333622D-12  0.7505646327D-08
      16965  0.1801364727D-03  0.3831022764D-12  0.7504761701D-08
      16966  0.1801258450D-03  0.3829795438D-12  0.7503876631D-08
      16967  0.1801152368D-03  0.3833102369D-12  0.7502992894D-08
      16968  0.1801046291D-03  0.3835407522D-12  0.7502108934D-08
      16969  0.1800940078D-03  0.3830963291D-12  0.7501224752D-08
      16970  0.1800834000D-03  0.3829893945D-12  0.7500341459D-08
      16971  0.1800727991D-03  0.3826294102D-12  0.7499457721D-08
      16972  0.1800621913D-03  0.3827755623D-12  0.7498574206D-08
      16973  0.1800515836D-03  0.3826686650D-12  0.7497691135D-08
      16974  0.1800409758D-03  0.3828147976D-12  0.7496807619D-08
      16975  0.1800303817D-03  0.3825392427D-12  0.7495924992D-08
      16976  0.1800197820D-03  0.3821527886D-12  0.7495042365D-08
      16977  0.1800091594D-03  0.3830844435D-12  0.7494159293D-08
      16978  0.1799985631D-03  0.3817968849D-12  0.7493276444D-08
      16979  0.1799879575D-03  0.3822804892D-12  0.7492394261D-08
      16980  0.1799773701D-03  0.3821736654D-12  0.7491512077D-08
      16981  0.1799667623D-03  0.3826569837D-12  0.7490629894D-08
      16982  0.1799561817D-03  0.3816228579D-12  0.7489748377D-08
      16983  0.1799455876D-03  0.3818532691D-12  0.7488866416D-08
      16984  0.1799349866D-03  0.3817464955D-12  0.7487984899D-08
      16985  0.1799243992D-03  0.3820611563D-12  0.7487103604D-08
      16986  0.1799137983D-03  0.3819543828D-12  0.7486221865D-08
      16987  0.1799032177D-03  0.3815105243D-12  0.7485341236D-08
      16988  0.1798926235D-03  0.3815723351D-12  0.7484459941D-08
      16989  0.1798820361D-03  0.3812970804D-12  0.7483579090D-08
      16990  0.1798714660D-03  0.3813552134D-12  0.7482698683D-08
      16991  0.1798608749D-03  0.3816734692D-12  0.7481818054D-08
      16992  0.1798502943D-03  0.3810612581D-12  0.7480937425D-08
      16993  0.1798397002D-03  0.3811230772D-12  0.7480057240D-08
      16994  0.1798291060D-03  0.3818588071D-12  0.7479176833D-08
      16995  0.1798185390D-03  0.3814151629D-12  0.7478297093D-08
      16996  0.1798079516D-03  0.3815611801D-12  0.7477417574D-08
      16997  0.1797973881D-03  0.3813024601D-12  0.7476537833D-08
      16998  0.1797868108D-03  0.3810109634D-12  0.7475658759D-08
      16999  0.1797762354D-03  0.3808938514D-12  0.7474779240D-08
      17000  0.1797656699D-03  0.3803766660D-12  0.7473900387D-08
      17001  0.1797551018D-03  0.3808214722D-12  0.7473021313D-08
      17002  0.1797445087D-03  0.3808371197D-12  0.7472142016D-08
      17003  0.1797339621D-03  0.3803937444D-12  0.7471263608D-08
      17004  0.1797233772D-03  0.3811854312D-12  0.7470384977D-08
      17005  0.1797128077D-03  0.3807699294D-12  0.7469506347D-08
      17006  0.1797022542D-03  0.3805791772D-12  0.7468628382D-08
      17007  0.1796916804D-03  0.3807251491D-12  0.7467750418D-08
      17008  0.1796811270D-03  0.3801977403D-12  0.7466872898D-08
      17009  0.1796705599D-03  0.3802595519D-12  0.7465994933D-08
      17010  0.1796599997D-03  0.3799847142D-12  0.7465116969D-08
      17011  0.1796494395D-03  0.3796257530D-12  0.7464239671D-08
      17012  0.1796388792D-03  0.3800241902D-12  0.7463362151D-08
      17013  0.1796283258D-03  0.3805908714D-12  0.7462484852D-08
      17014  0.1796177723D-03  0.3799795160D-12  0.7461608220D-08
      17015  0.1796072121D-03  0.3797047754D-12  0.7460731144D-08
      17016  0.1795966518D-03  0.3798507213D-12  0.7459854512D-08
      17017  0.1795861120D-03  0.3799966500D-12  0.7458978324D-08
      17018  0.1795755517D-03  0.3801425617D-12  0.7458101470D-08
      17019  0.1795650051D-03  0.3793631802D-12  0.7457225504D-08
      17020  0.1795544516D-03  0.3794250009D-12  0.7456349094D-08
      17021  0.1795439185D-03  0.3794027084D-12  0.7455473572D-08
      17022  0.1795333583D-03  0.3792963171D-12  0.7454597828D-08
      17023  0.1795228048D-03  0.3792740345D-12  0.7453721862D-08
      17024  0.1795122718D-03  0.3795040286D-12  0.7452846340D-08
      17025  0.1795017319D-03  0.3793135635D-12  0.7451971040D-08
      17026  0.1794911794D-03  0.3794392211D-12  0.7451095296D-08
      17027  0.1794806521D-03  0.3787645480D-12  0.7450220885D-08
      17028  0.1794701123D-03  0.3789945179D-12  0.7449346029D-08
      17029  0.1794595792D-03  0.3785519278D-12  0.7448471395D-08
      17030  0.1794490325D-03  0.3785296985D-12  0.7447596539D-08
      17031  0.1794384982D-03  0.3786856454D-12  0.7446722128D-08
      17032  0.1794279731D-03  0.3784852466D-12  0.7445847938D-08
      17033  0.1794174264D-03  0.3787992124D-12  0.7444973527D-08
      17034  0.1794069069D-03  0.3786929315D-12  0.7444100003D-08
      17035  0.1793963738D-03  0.3786707000D-12  0.7443226036D-08
      17036  0.1793858475D-03  0.3784804072D-12  0.7442352290D-08
      17037  0.1793753280D-03  0.3780380552D-12  0.7441478989D-08
      17038  0.1793648085D-03  0.3782679325D-12  0.7440605465D-08
      17039  0.1793542686D-03  0.3780776970D-12  0.7439732164D-08
      17040  0.1793437355D-03  0.3780555079D-12  0.7438858862D-08
      17041  0.1793332228D-03  0.3783693516D-12  0.7437986005D-08
      17042  0.1793226965D-03  0.3781791431D-12  0.7437113592D-08
      17043  0.1793121770D-03  0.3785261921D-12  0.7436240512D-08
      17044  0.1793016643D-03  0.3773788307D-12  0.7435368543D-08
      17045  0.1792911418D-03  0.3782921648D-12  0.7434495908D-08
      17046  0.1792806117D-03  0.3778384471D-12  0.7433623050D-08
      17047  0.1792701112D-03  0.3773153725D-12  0.7432751303D-08
      17048  0.1792595998D-03  0.3772063082D-12  0.7431879556D-08
      17049  0.1792490735D-03  0.3775200540D-12  0.7431007587D-08
      17050  0.1792385743D-03  0.3777498002D-12  0.7430136506D-08
      17051  0.1792280548D-03  0.3774757706D-12  0.7429264981D-08
      17052  0.1792175451D-03  0.3770436817D-12  0.7428393900D-08
      17053  0.1792070429D-03  0.3774314974D-12  0.7427522375D-08
      17054  0.1791965302D-03  0.3777451380D-12  0.7426651516D-08
      17055  0.1791860242D-03  0.3776390497D-12  0.7425780435D-08
      17056  0.1791755387D-03  0.3766936387D-12  0.7424910020D-08
      17057  0.1791650191D-03  0.3772590535D-12  0.7424039161D-08
      17058  0.1791545268D-03  0.3769012414D-12  0.7423169190D-08
      17059  0.1791440276D-03  0.3769630650D-12  0.7422298554D-08
      17060  0.1791335217D-03  0.3771087952D-12  0.7421428361D-08
      17061  0.1791230252D-03  0.3771495893D-12  0.7420558168D-08
      17062  0.1791125234D-03  0.3768967801D-12  0.7419688197D-08
      17063  0.1791020310D-03  0.3766229935D-12  0.7418818671D-08
      17064  0.1790915454D-03  0.3762653443D-12  0.7417949366D-08
      17065  0.1790810463D-03  0.3765788515D-12  0.7417080061D-08
      17066  0.1790705607D-03  0.3763890156D-12  0.7416210757D-08
      17067  0.1790600547D-03  0.3763669607D-12  0.7415341452D-08
      17068  0.1790495827D-03  0.3760932850D-12  0.7414472591D-08
      17069  0.1790390904D-03  0.3760712502D-12  0.7413603509D-08
      17070  0.1790285980D-03  0.3758814885D-12  0.7412735092D-08
      17071  0.1790181124D-03  0.3764464872D-12  0.7411866232D-08
      17072  0.1790076214D-03  0.3759721441D-12  0.7410997815D-08
      17073  0.1789971548D-03  0.3756477370D-12  0.7410130065D-08
      17074  0.1789866760D-03  0.3757095798D-12  0.7409262093D-08
      17075  0.1789761904D-03  0.3758552552D-12  0.7408393676D-08
      17076  0.1789657049D-03  0.3760009136D-12  0.7407525704D-08
      17077  0.1789552193D-03  0.3757274038D-12  0.7406658398D-08
      17078  0.1789447473D-03  0.3758730528D-12  0.7405790869D-08
      17079  0.1789342753D-03  0.3760186846D-12  0.7404923563D-08
      17080  0.1789237897D-03  0.3756614064D-12  0.7404056257D-08
      17081  0.1789133245D-03  0.3751365477D-12  0.7403189173D-08
      17082  0.1789028525D-03  0.3750307800D-12  0.7402321867D-08
      17083  0.1788923872D-03  0.3752602280D-12  0.7401455226D-08
      17084  0.1788819152D-03  0.3754896492D-12  0.7400588808D-08
      17085  0.1788714524D-03  0.3750491857D-12  0.7399722168D-08
      17086  0.1788609779D-03  0.3751011605D-12  0.7398855528D-08
      17087  0.1788504992D-03  0.3751723762D-12  0.7397989332D-08
      17088  0.1788400368D-03  0.3749701181D-12  0.7397123358D-08
      17089  0.1788295688D-03  0.3751284661D-12  0.7396257162D-08
      17090  0.1788191295D-03  0.3741918739D-12  0.7395391410D-08
      17091  0.1788086587D-03  0.3748332811D-12  0.7394525880D-08
      17092  0.1787982138D-03  0.3746438361D-12  0.7393660351D-08
      17093  0.1787877554D-03  0.3744544132D-12  0.7392795043D-08
      17094  0.1787772902D-03  0.3740975189D-12  0.7391929957D-08
